CASE_T,DISTRICT,CASE_F,LOCATION,GTag_longitude,GTag_latitude,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE
租賃,大安區,房地(土地+建物),文昌街36號,121.549922 ,25.032823 ,1100330,土地:1建物:1車位:,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,36.14,4,1,4,有,無,有,7,1936.91,否,,0,0,,,,,
租賃,內湖區,建物,文德路66巷32弄1號,121.581840 ,25.076522 ,1100406,土地:建物:1車位:,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730204,38.36,2,2,2,有,有,有,3,903.28,否,,0,0,,,,,租金含管理費
買賣,內湖區,房地(土地+建物),星雲街15巷18弄16號,121.590830 ,25.078866 ,1100414,土地:1建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730124,27.64,2,2,1,有,無,,1398,50.58,否,,0,0,無,,,,建築物含有：其他增建、陽台外推。
買賣,內湖區,房地(土地+建物),安泰街56巷1號,121.616713 ,25.074589 ,1100329,土地:1建物:1車位:,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690913,31.15,3,2,2,有,無,,1119,35.92,否,,0,0,無,,,,建築物含有：陽台外推。
租賃,中山區,建物,中山北路一段53巷6號,121.522009 ,25.049185 ,1100331,土地:建物:1車位:,九層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,14.77,1,1,1,有,無,有,3,2301.96,否,,0,0,,,,,續租。
租賃,士林區,建物,天母東路43巷4弄11號,121.533068 ,25.118655 ,1100331,土地:建物:1車位:,六層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850605,39.73,3,2,2,有,有,有,6,1510.19,否,,0,0,,,,,含管理費、稅金或水電等費用。續租。
租賃,內湖區,房地(土地+建物),麗山街348巷10弄21號,121.574213 ,25.082269 ,1100406,土地:1建物:1車位:,一層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710615,28.87,3,2,2,有,無,有,4,1300.55,否,,0,0,,,,,
租賃,士林區,建物,中山北路七段154巷1號,121.532931 ,25.124153 ,1100401,土地:建物:1車位:,見其他登記事項,008,店面(店鋪),見使用執照,鋼筋混凝土造,0670213,61.5,0,1,1,有,無,有,7,1073.17,否,,0,0,,,,,租金含稅。
租賃,中山區,建物,新生北路三段56巷16號,121.526717 ,25.065314 ,1100401,土地:建物:1車位:1,八層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981021,53.83,3,2,2,有,有,有,7,1318.97,是,坡道平面1,0,6000,,,,,續租。
買賣,內湖區,房地(土地+建物),內湖路一段203巷6號,121.563732 ,25.084701 ,1100328,土地:1建物:1車位:,"二層,電梯樓梯間",007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850805,13.43,1,1,1,有,有,,1025,76.32,否,,0,0,有,,,,
租賃,中山區,建物,雙城街19巷6號,121.524643 ,25.065328 ,1100331,土地:建物:1車位:,八層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,20.57,2,1,1,有,無,有,5,2187.65,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
買賣,內湖區,房地(土地+建物)+車位,文德路86號,121.582140 ,25.078267 ,1100419,土地:2建物:1車位:3,四層,017,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,92.01,3,2,2,有,有,,4688,63.11,否,"坡道機械2,坡道平面1",27.23,600,有,,,,
租賃,中山區,建物,建國北路二段6號,121.536439 ,25.052754 ,1100401,土地:建物:1車位:,九層,014,辦公商業大樓,商業用,鋼筋混凝土造,0950713,18.26,1,1,1,有,有,有,3,1834.61,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
租賃,信義區,建物,永吉路6號,121.567628 ,25.045566 ,1100402,土地:建物:1車位:,八層,012,住宅大樓(11層含以上有電梯),共有部分,鋼筋混凝土造,0961106,38.26,3,2,2,有,有,有,6,1568.22,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
買賣,內湖區,房地(土地+建物),陽光街106號,121.584470 ,25.075092 ,1100417,土地:1建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770125,33.7,4,2,2,有,無,,1830,54.3,否,,0,0,無,,,,建築物含有：頂樓加蓋。
買賣,中山區,房地(土地+建物),林森北路656號,121.525634 ,25.068104 ,1100414,土地:1建物:1車位:,八層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930423,10.18,1,0,1,有,有,,640,62.87,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,中山區,車位,龍江路271號,121.540817 ,25.059398 ,1100322,土地:1建物:1車位:1,地下層,007,,見使用執照,鋼筋混凝土造,0721017,7.52,,,,有,無,,265,0,-,坡道平面1,0,265,有,,,,僅車位交易。
租賃,中正區,建物,和平西路一段11號,121.521484 ,25.027055 ,1100403,土地:建物:車位:,七層,011,套房(1房(1廳)1衛),商業用,鋼筋混凝土造,,11.76,1,0,1,有,無,有,1,1139.46,否,,0,0,,,,,此為分租套房，房號706，第7層分成23間，一間平均面積為38.89平方公尺
租賃,大同區,建物,太原路16號,121.514922 ,25.049723 ,1100401,土地:建物:1車位:,五層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000418,24.88,2,2,1,有,有,有,4,1607.72,否,,0,0,,,,,續租。
租賃,大同區,建物,萬全街1號,121.520307 ,25.058817 ,1100401,土地:建物:1車位:,二層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,25.56,1,2,1,有,有,有,6,2425.67,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
租賃,大同區,建物,市民大道一段201號,121.517532 ,25.048970 ,1100401,土地:建物:1車位:,十六層,018,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,27.95,2,1,1,有,有,有,5,1717.35,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
租賃,大同區,房地(土地+建物),延平北路二段247巷26號,121.512530 ,25.062272 ,1100401,土地:0建物:1車位:,七層,012,辦公商業大樓,商業用,鋼筋混凝土造,0820819,50.23,0,2,1,有,有,有,6,1194.51,否,,0,0,,,,,"民國110年4月1日至110年4月30日為免租金裝潢期,租金含稅"
買賣,內湖區,房地(土地+建物),新明路321巷10弄1號,121.585042 ,25.056477 ,1100422,土地:1建物:1車位:,一層,005,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0780829,26.93,,,,無,無,,1750,64.98,否,,0,0,無,,,,
買賣,大安區,房地(土地+建物),潮州街146號,121.528611 ,25.028448 ,1100404,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,11.79,1,0,1,有,無,,1152,97.71,否,,0,0,無,,,,建築物含有：其他增建。雨遮增建。
買賣,松山區,房地(土地+建物),南京東路五段31號,121.558232 ,25.051735 ,1100329,土地:2建物:1車位:,七層,,大樓(11層含以上有電梯),住家用,,,9.73,1,1,1,有,有,,830,85.3,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,北投區,房地(土地+建物),東華街二段121號,121.506443 ,25.120857 ,1100425,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,34.44,2,2,2,有,無,,1680,48.78,否,,0,0,無,,,,
買賣,中正區,房地(土地+建物),金門街16號,121.518334 ,25.048227 ,1100417,土地:1建物:1車位:,"三層,陽臺",,公寓(5樓含以下無電梯),住家用,,,41.49,4,2,2,有,無,,2440,58.81,否,,0,0,無,,,,建築物含有：陽臺外推。
買賣,北投區,房地(土地+建物)+車位,行義路154巷21號,121.529824 ,25.130665 ,1100315,土地:1建物:1車位:1,四層,,華廈(10層含以下有電梯),住家用,,,48.28,3,2,2,有,有,,1980,41.01,是,坡道平面1,0,0,有,,,,建築物含有：其他增建。
買賣,信義區,房地(土地+建物),永吉路120巷27弄6號,121.570571 ,25.044620 ,1100410,土地:1建物:1車位:,一層,,華廈(10層含以下有電梯),見其他登記事項,,,14.48,1,1,1,有,有,,1450,100.14,否,,0,0,有,,,,建築物含有：其他增建。
買賣,士林區,房地(土地+建物),天母東路105巷61號,121.534899 ,25.120895 ,1100403,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,26.59,3,2,1,有,有,,1408,52.95,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
買賣,松山區,房地(土地+建物),南京東路五段250巷1號,121.565957 ,25.050653 ,1090822,土地:1建物:1車位:,"五層,陽臺",,華廈(10層含以下有電梯),住家用,,,51.06,2,2,2,有,有,,3140,61.5,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,松山區,房地(土地+建物),光復北路100巷6號,121.557440 ,25.050450 ,1100403,土地:1建物:1車位:,"三層,陽臺",,公寓(5樓含以下無電梯),住家用,,,33.72,3,2,2,有,無,,2276,67.5,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
買賣,萬華區,房地(土地+建物),貴陽街二段186號,121.500452 ,25.040113 ,1100319,土地:2建物:1車位:,"一層,二層,三層,騎樓",,透天厝,,,,20.07,,,,無,無,,1000,49.83,-,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。二親等間持分移轉
買賣,中正區,房地(土地+建物)+車位,水源路106號,121.522825 ,25.019680 ,1100329,土地:2建物:1車位:1,六層,,大樓(11層含以上有電梯),住家用,,,54.43,4,2,2,有,有,,2903,57.99,否,坡道平面1,8.16,220,有,,,,建築物含有：陽臺外推。
買賣,大安區,房地(土地+建物),信義路四段265巷31弄11號,121.555728 ,25.034289 ,1100301,土地:1建物:1車位:,"三層,電梯樓梯間",,華廈(10層含以下有電梯),住家用,,,15.15,1,1,1,有,無,,1388,91.62,否,,0,0,有,,,,建築物含有：其他增建。
買賣,大安區,房地(土地+建物),和平東路二段76巷19弄1號,121.539824 ,25.023159 ,1100307,土地:2建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,27.49,3,2,1,有,無,,2180,79.3,否,,0,0,無,,,,建築物含有：頂樓加蓋。特殊交易標的類型：(包含)公共設施保留地(用地)。
買賣,萬華區,房地(土地+建物),富民路145巷1號,121.500027 ,25.018339 ,1100415,土地:2建物:1車位:,"三層,陽臺",,公寓(5樓含以下無電梯),住家用,,,26.51,3,1,1,有,無,,760,28.67,否,,0,0,無,,,,
買賣,松山區,房地(土地+建物),南京東路五段41號,121.558671 ,25.051724 ,1100402,土地:1建物:1車位:,十二層,,大樓(11層含以上有電梯),見其他登記事項,,,34.55,3,2,2,有,有,,2500,72.36,否,,0,0,有,,,,
買賣,大安區,房地(土地+建物),市民大道四段126號,121.551351 ,25.044322 ,1100410,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,15,2,1,1,有,無,,1425,95,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,大同區,房地(土地+建物),承德路三段161號,121.518609 ,25.068100 ,1100403,土地:1建物:1車位:,五層,,大樓(11層含以上有電梯),見其他登記事項,,,16.64,1,1,1,有,有,,931,55.95,否,,0,0,有,,,,
買賣,大安區,土地,仁愛段二小段626號,121.561788 ,25.037261 ,1100422,土地:1建物:0車位:,,,,,,,0,,,,無,無,,763,40.82,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,士林區,房地(土地+建物),德行東路41號,121.526409 ,25.107106 ,1100406,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,19.22,2,2,1,有,無,,1260,65.56,否,,0,0,無,,,,建築物含有：陽台外推。
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080722,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,39.03,2,2,2,有,有,,3428,114.69,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,士林區,房地(土地+建物),天母北路16號,121.526280 ,25.119595 ,1100412,土地:1建物:1車位:,七層,,華廈(10層含以下有電梯),住家用,,,51.66,4,2,2,有,有,,3040,58.85,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,文山區,房地(土地+建物)+車位,興德路20巷31號,121.556599 ,25.000713 ,1100327,土地:2建物:1車位:1,"一層,地下一層,地下二層",,大樓(11層含以上有電梯),住家用,,,27.92,2,2,1,有,有,,1370,49.07,是,坡道平面1,12.98,0,有,,,,
買賣,北投區,土地,溫泉段四小段331號,121.505213 ,25.097122 ,1100426,土地:2建物:0車位:,,,,,,,0,,,,無,無,,0,0,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。
買賣,萬華區,房地(土地+建物)+車位,西園路二段81巷6號,121.497240 ,25.031541 ,1100412,土地:1建物:1車位:1,七層,,大樓(11層含以上有電梯),住家用,,,40.31,2,2,1,有,有,,2468,61.23,是,升降機械1,0,180,有,,,,
買賣,信義區,房地(土地+建物),吳興街368巷1號,121.566743 ,25.025141 ,1100322,土地:1建物:1車位:,二層,,華廈(10層含以下有電梯),住家用,,,17.61,2,2,1,有,無,,995,56.5,否,,0,0,有,,,,
買賣,中正區,房地(土地+建物),南昌路二段111號,121.521597 ,25.026523 ,1100331,土地:1建物:1車位:,四層,,大樓(11層含以上有電梯),商業用,,,25.71,3,2,1,有,有,,1786,69.47,否,,0,0,有,,,,建築物含有：夾層。
買賣,松山區,房地(土地+建物)+車位,南京東路五段411號,121.570044 ,25.051492 ,1100406,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,屋頂突出物,騎樓,地下一層,地下二層,地下三層",,大樓(11層含以上有電梯),見其他登記事項,,,26.64,1,1,1,有,有,,1730,78.61,否,升降機械1,6.54,150,有,,,,
買賣,松山區,房地(土地+建物),撫遠街395巷31號,121.567432 ,25.065487 ,1100313,土地:1建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,24.87,2,2,1,有,無,,1700,68.36,否,,0,0,無,,,,
買賣,中正區,房地(土地+建物),羅斯福路三段211號,121.529811 ,25.019715 ,1080812,土地:1建物:1車位:,二層,,大樓(11層含以上有電梯),見其他登記事項,,,25.52,2,2,2,有,有,,2638,103.37,否,,0,0,有,,,,預售屋、或土地及建物分次登記案件。
買賣,文山區,房地(土地+建物),羅斯福路五段218巷38弄11號,121.537080 ,25.002799 ,1100331,土地:3建物:1車位:,十一層,,大樓(11層含以上有電梯),住家用,,,13.62,1,1,1,有,有,,858,63,否,,0,0,有,,,,
買賣,松山區,房地(土地+建物),撫遠街211巷6號,121.568312 ,25.060298 ,1100311,土地:1建物:1車位:,七層,,華廈(10層含以下有電梯),住家用,,,37.99,3,2,2,有,有,,2600,68.44,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,信義區,車位,永吉路371號,121.576873 ,25.045642 ,1100413,土地:1建物:1車位:1,"地下一層,地下二層,地下三層,地下四層,地下五層",,,見其他登記事項,,,10.26,,,,有,有,,280,0,-,坡道平面1,10.26,280,有,,,,僅車位交易。
買賣,文山區,房地(土地+建物)+車位,辛亥路四段77巷92弄11號,121.561555 ,25.008661 ,1100408,土地:3建物:1車位:1,七層,,大樓(11層含以上有電梯),住家用,,,27.82,0,1,1,有,有,,1050,51.63,否,坡道平面1,10.97,180,有,,,,
買賣,南港區,房地(土地+建物)+車位,興中路28巷6號,121.606967 ,25.055353 ,1100418,土地:1建物:1車位:1,十五層,,大樓(11層含以上有電梯),住家用,,,51.04,3,2,2,有,有,,3458,67.75,是,坡道平面1,10.99,0,有,,,,
買賣,文山區,房地(土地+建物),三福街74巷1號,121.544093 ,24.997747 ,1100410,土地:5建物:1車位:,二層,,公寓(5樓含以下無電梯),見其他登記事項,,,33.63,3,2,2,有,無,,1788,53.17,否,,0,0,無,,,,建築物含有：陽臺外推、其他增建。
買賣,南港區,土地,新光段二小段496號,121.588136 ,25.038724 ,1100409,土地:3建物:0車位:,,,,,,,0,,,,無,無,,250,5.6,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。
買賣,中正區,房地(土地+建物),羅斯福路三段211號,121.529811 ,25.019715 ,1080812,土地:1建物:1車位:,二層,,大樓(11層含以上有電梯),見其他登記事項,,,28.45,2,2,2,有,有,,2962,104.11,否,,0,0,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大同區,房地(土地+建物)+車位,延平北路四段294巷11號,121.510535 ,25.077451 ,1100420,土地:1建物:1車位:1,十二層,,大樓(11層含以上有電梯),住家用,,,27,3,2,2,有,有,,1475,54.63,是,坡道機械1,5.21,0,有,,,,建築物含有：夾層。
買賣,萬華區,房地(土地+建物),漢中街21號,121.507800 ,25.045238 ,1100414,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),商業用,,,8.89,1,1,1,有,有,,535,60.18,否,,0,0,有,,,,
買賣,信義區,車位,永吉路361號,121.576659 ,25.045639 ,1100416,土地:1建物:1車位:2,"地下一層,地下二層,地下三層,地下四層,地下五層",,,停車空間,,,20.21,,,,有,有,,660,0,-,坡道平面2,20.21,660,有,,,,僅車位交易。
買賣,松山區,房地(土地+建物)+車位,民生東路三段111號,121.569739 ,25.045832 ,1100412,土地:1建物:2車位:1,十一層,,大樓(11層含以上有電梯),住家用,,,89.05,5,2,4,有,有,,6168,69.26,是,坡道平面1,0,300,有,,,,建築物含有：陽台外推。
買賣,大安區,房地(土地+建物),文昌街246號,121.555612 ,25.032239 ,1100322,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,23.43,4,1,3,有,無,,1630,69.57,否,,0,0,無,,,,建築物含有：頂樓加蓋。
買賣,文山區,房地(土地+建物),羅斯福路五段226號,121.538774 ,25.001909 ,1100318,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,28.96,3,2,2,有,有,,2000,69.06,否,,0,0,有,,,,建築物含有：其他增建。
買賣,北投區,房地(土地+建物),光明路196號,121.503547 ,25.135825 ,1091229,土地:1建物:1車位:,十層,,大樓(11層含以上有電梯),見其他登記事項,,,7.48,1,0,1,有,有,,462,61.76,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
